,Title,Topic
967,the 2000 campaign the vice presidentin strategy shift gore ads question bushs capability,2
968,the 2000 campaign the mediatrumpeting vs whispering the news about an arrest,2
969,the 2000 campaign the vice presidentattacks grow sharp as time dwindles,2
970,the 2000 campaign the texas governorattacks grow sharp as time dwindles,2
971,the 2000 campaign the vice presidentwith broad themes rivals seek to energize voters,2
972,the 2000 campaign the texas governorbush says integrity makes him right for job,2
973,the 2000 campaign the game plandozen states seem too close to call in the final days,2
974,the 2000 campaign the vice presidentfocus is on crucial states in campaigns final hours,2
975,the 2000 campaign the texas governorfocus is on crucial states in campaigns final hours,2
976,the 2000 campaign the vice presidentcampaign ends now the voters will have their say,2
977,the 2000 campaign the texas governorbushs finishing day includes tennessee and arkansas,2
978,bush and gore vie for an edge with narrow electoral split hillary clinton goes to senateflorida is pivotal,2
979,the 2000 elections news analysisvoters remain divided to the very end,2
980,gore campaign vows court fight over vote with floridas outcome still up in the air2 game plans but one goal,2
981,the 2000 elections changing circumstanceshow gore stopped short on his way to concede,2
982,the 2000 elections news analysisrecipe for a stalemate,2
983,bush barely ahead of gore in florida as recount holds key to the electionvice president clings to slim edge in popular vote nationwide,2
984,the 2000 elections the palm beach ballotflorida democrats say ballots design hurt gore,2
985,gore campaign vows court fight over vote with floridas outcome still up in the airdemocrats widen attack  recount seems to erode bushs edge,2
986,the 2000 election election lawflorida courts tread warily in ballot fights,2
987,the 2000 election confused by ballotanger and chagrin after an oops on a ballot,2
988,counting the vote the democrats tacticsdemocrats eyes on recounts and courts,2
989,bush and advisers confident of a victory in recount urge gore not to stand in waygop considers trying for injunction to halt manual recounts,2
990,clinton encourages gore,2
991,bush and advisers confident of a victory in recount urge gore not to stand in waydemocrats split over possibility of court battle,2
992,bush sues to halt hand recount in floridathe limits of patience,2
993,bush sues to halt hand recount in florida2 camps clash vote by vote scrap by scrap,2
994,bush sues to halt hand recount in floridapalm beach tally starts as gop cites risk of flaws in process,2
995,counting the vote new mexicobush takes 4vote lead in new mexico,2
996,recount fight widens as court case beginsexpanded count sought for palm beach vote in florida standoff,2
997,recount fight widens as court case beginsas bush camp looks to federal court gore supporters embrace states rights,2
998,counting the votes political memogop questioning bushs campaign,2
999,counting the votes step by stepin palm beach county tumult grew hourly,2
1000,counting the vote the absentee ballotsgop played role in absentee vote,2
1001,counting the vote the overviewa vote deadline in florida is set for today,2
1002,counting the vote the pollamericans patiently awaiting election outcome,2
1003,counting the vote the secretary of stateflorida official has dual roles in a maelstrom,2
1004,counting the vote the overviewjudge upholds hand recounts in florida 2 counties are facing new state deadline,2
1005,counting the vote the legal opinioneach side wins enough to cite a court victory,2
1006,counting the vote palm beach countypalm beach panel votes to proceed on count,2
1007,counting the vote public relationsseeking the high ground,2
1008,counting the vote the overviewrepublican rejects offer that 2 sides accept a count by hand,2
1009,counting the vote the texas governortaken aback bush campaign sticks to script,2
1010,counting the vote the overseas ballotsuncounted overseas votes carrying a probush profile,2
1011,counting the vote the litigationflorida says no to further recounts as bush dismisses overture from gore,2
1012,sides quietly weigh a continuing fight after florida count,2
1013,counting the vote the overviewfloridas high court rules recounts can go on,2
1014,counting the vote the mechanismalas votecount machines are only human,2
1015,counting the vote duval countydemocrats rue ballot foulup in a 2nd county,2
1016,counting the vote the florida governorwith tallahassee all astir jeb bush keeps a distance,2
1017,counting the vote the overviewflorida court bars naming a winner bush lead grows with overseas tally,2
1018,counting the vote news analysissharp swings in the battle,2
1019,counting the vote seminole countygops help for absentees in a county is in court too,2
1020,counting the vote the canvassing boardselections officials focus of lobbying from both camps,2
1021,confusion in counting,2
1022,counting the vote the overviewbushs lead stands at 930 after overseas count,2
1023,counting the vote the tacticshow florida got close enough to fight over,2
1024,counting the vote the absentee ballotsgop and democrats trading accusations on military votes,2
1025,counting the vote the strategyspin the battle fierce contest to woo public,2
1026,counting the vote the recountrecounts drag on court battle lines are drawn,2
1027,counting the vote the absentee ballotsmilitary ballots merit a review lieberman says,2
1028,counting the vote the florida supreme courtbush says deadline is strict as gore seeks tallying standard,2
1029,counting the vote news analysisan evolving legal maze,2
1030,counting the vote the manual countsdemocrats seek wider standard for tallies in two counties,2
1031,counting the vote in the chamberno one spared as the justices look for an end,2
1032,counting the vote the overviewfloridas justices zero in on recount deadlines,2
1033,counting the vote news analysiskeeping a worried eye on the calendar,2
1034,counting the vote the overviewflorida court backs hand recounts and orders vote deadline of monday,2
1035,counting the vote the ballotsdimpled votes are new hope for democrats,2
1036,counting the vote the reactionbush camp outraged vows to seek recourse to ruling,2
1037,counting the vote news analysispolitical fallout after a legal finding,2
1038,counting the vote news analysisdecision hews to lines of gore teams position,2
1039,counting the vote the overviewbush takes appeal to us supreme court cheney in hospital with mild heart attack,2
1040,counting the vote the texas governorflurry of activity in cheney case left bush struggling to keep up,2
1041,counting the vote the florida legislatureflorida legislators consider options to aid bush,2
1042,counting the vote the legal battlegop campaign urges end to capricious florida counting,2
1043,counting the vote the legal precedentfor texas and other states a bump is sometimes a vote,2
1044,counting the vote the republican running matebush takes appeal to us supreme court cheney in hospital with mild heart attack,2
1045,counting the vote the overviewas odds lengthen democrats plan for legal challenge,2
1046,counting the vote the democratsfloridas high court deals gore a setback denying bid to force a miamidade recount,2
1047,counting the vote broward countytempers flare as broward recount plods on,2
1048,counting the vote the strategygore opens drive to keep democrats in the fight,2
1049,counting the vote the overviewflorida legislature plans to enter legal fray backing bushs suit,2
1050,counting the vote palm beach countygore set to fight palm beach vote,2
1051,counting the vote the supreme courtus supreme court to hear florida recount case,2
1052,counting the vote the recounttempers flaring under pressure,2
1053,counting the vote the overviewwith deadline near florida recount grinds on,2
1054,counting the vote the absentee ballotsgop drops a suit,2
1055,counting the votethe tally update,2
1056,counting the vote,2
1057,counting the vote the overviewbush is declared winner in florida but gore vows to contest results,2
1058,justices take a risk,2
1059,counting the vote contesting an electiondemocrats claim state certified wrong total in three counties,2
1060,counting the vote the governorbush claims victory urging gore to bow out,2
1061,counting the vote news analysisa mantle of legitimacy,2
1062,counting the vote palm beach countypalm beach count rejected by state,2
1063,contesting the vote contesting the voteflorida judge is asked to declare gore the winner,2
1064,contesting the vote the overviewgore asks public for patience bush starts transition moves administration withholds aid,2
1065,contesting the vote the texas governorquietly but confidently bush pushes ahead,2
1066,contesting the vote the florida legislatureflorida lawmakers moving to bypass courts for bush judge bars a quick recount,2
1067,contesting the vote the florida courtshearing is scheduled for saturday despite demands of gore lawyers,2
1068,contesting the vote black votersarriving at florida voting places some blacks found frustration,2
1069,contesting the vote the florida courtsgore cannot afford to wait for vote count lawyers say,2
1070,contesting the vote the pollpublic splits on party lines over vote and long delay,2
1071,contesting the vote the vice presidentwith no dissent in inner circle gore hasnt discussed conceding,2
1072,contesting the vote the florida courtsbushs lawyers attack suit by gore to challenge vote,2
1073,high court arguments,2
1074,contesting the vote miamidade countymiami mayors role a riddle in decision to halt recount,2
1075,contesting the vote the florida courtsand in florida justices refuse bid for recount,2
1076,contesting the vote the spectatorsinside humor carries a bite outside a loud jury of jeers,2
1077,contesting the vote the supreme courtus supreme court presses 2 sides on vote case,2
1078,contesting the vote the supreme courtto weigh in or back off,2
1079,contesting the vote the overviewgore asks judge for new tally but bush calls it unjustified,2
1080,contesting the vote the overviewgore and bush lawyers close arguments over florida tally,2
1081,contesting the vote the scenefor the gore team a moment of high drama,2
1082,contesting the vote news analysisa steeper mountain,2
1083,contesting the vote the florida courtgore loses florida recount case puts last hope in state high court,2
1084,contesting the vote the strategiesaura of pessimism pervades the vice presidents team,2
1085,contesting the vote the texas governorbush takes restrained tone on day that goes his way,2
1086,contesting the vote the supreme courtus justices agree on need to clarify case,2
1087,contesting the vote seminole countydemocrats look to another trial,2
1088,contesting the vote the vice presidentvice president voices optimism wont put a time limit on quest,2
1089,contesting the vote the overviewwith court set to hear appeal legislators move on electors,2
1090,contesting the vote news analysisthe great gop divide,2
1091,contesting the vote the overviewflorida high court hears gores appeal on vote,2
1092,contesting the vote the florida governorstorm over election casts cloud on prospects of the younger bush,2
1093,contesting the vote on the benchjudge who rebuffed gore had runins with justices,2
1094,contesting the vote the supreme courtspotlight again shifts to justices in washington,2
1095,contesting the vote the vice presidenta miraculous revival brings elation but no rest for gore,2
1096,contesting the vote the ballotsbroad recount presents risks for both sides,2
1097,contesting the vote the overviewflorida court backs recount bush appealing to us justices,2
1098,contesting the vote the strategiesstunned republicans vow fight to end,2
1099,florida lawmakers galvanized by ruling,2
1100,supreme court of floridathe recount shall commence,2
1101,contesting the vote the court rulingbush had sought stay  hearing is tomorrow,2
1102,contesting the vote news analysisnations fault line divides justices too,2
1103,contesting the vote the strategydemocrats say they fear time is running out,2
1104,contesting the vote the gore campin storms eye gore stays upbeat aides say,2
1105,contesting the vote news analysiscollision with politics risks courts legal credibility,2
1106,contesting the vote the overviewbush v gore is now in hands of supreme court,2
1107,contesting the vote the texas governorbushs aides say an end is in sight,2
1108,contesting the vote the overviewjustices questions underline divide on whether hand recount can be fair,2
1109,in the court and out,2
1110,contesting the vote inside the courtblack robes with humans inside them,2
1111,contesting the vote outside the courton the street more arguments were heard,2
1112,bush prevailsby single vote justices end recount blocking gore after 5week struggle,2
1113,bush prevailsby single vote justices end recount blocking gore after 5week struggle,2
1114,contesting the vote the texas governorwith a victory apparently his bush plays the strong silent role,2
1115,contesting the vote the mediaonce again the tv mystery prevails as latenight fare,2
1116,contesting the vote news analysisa shaky platform on which to build,2
1117,the 43rd president man in the newsthe 43rd president  george walker bush,2
1118,the 43rd president the texas governorbush pledges to be president for one nation not one party gore conceding urges unity,2
1119,the 43rd president the vice presidentbush pledges to be president for one nation not one party gore conceding urges unity,2
1120,the 43rd president news analysisnow lifting the clouds,2
1121,the 36th day,2
1122,the 43rd president news analysisanother kind of bitter split,2
1123,the 43rd president the presidentelectbush and cheney starting to enlist democrats help,2
1124,the 43rd president after the vote  a special reportin desperate florida fight gores hard strategic calls,2
1125,the 43rd president the democratsmany democrats appear skeptical of gores future,2
1126,the 43rd president resisting the recount  a special reportgops depth outdid gores team in florida,2
1127,a ruling on recounts,2
1128,the final vote count,2
1129,clinton contributor to aid investigation,2
1130,the inauguration news analysis tradition and legitimacy,2
1131,county in california touches future of voting,2
1132,study of florida vote is favorable to bush,2
1133,examining the vote how bush took florida mining the overseas absentee vote,2
1134,a nation challenged the recruits not yet citizens to fight for the us,2
1135,a nation challenged immigration refugees at americas door find it closed after attacks,2
1136,a nation challenged immigration illfated path to america jail and death,2
1137,examining the vote the overview study of disputed florida ballots finds justices did not cast the deciding vote,2
1138,a nation challenged political memo embracing a city 2 parties embrace new york and look to 04 convention,2
1139,seeking edge on bush democrats may advance dates of primaries,2
1140,senate approves bill to revamp elections,2
1141,vote in house strongly backs an end to ins,2
1142,administration split on local role in terror fight,2
1143,lieberman keeping eye on gore and 04,2
1144,looking to elections bush plays up domestic issues,2
1145,foreigners obtain social security id with fake papers,2
1146,us will seek to fingerprint visas holders,2
1147,because of 911 a uniting river now divides,2
1148,wounded party ponders should it be gore in 2004,2
1149,a court backs open hearings on deportation,2
1150,bill to overhaul system of voting is seen in danger,2
1151,us will fingerprint some foreign visitors,2
1152,a rush to get it right in florida produces more election wrongs,2
1153,civil rights groups say voter bill erects hurdles before ballot box,2
1154,election officials are braced for big problems at the polls,2
1155,presidents risks are rewarded at polls,2
1156,gore rules out running in 04 for president,2
1157,the doctor is in for 04,2
1158,ready to go for the top,2
1159,presidential prospect,2
1160,political memo with no 04 frontrunner democrats inch toward line,2
1161,his next quest,2
1162,republicans pick new york as site of 04 convention,2
1163,the longshot contender,2
1164,distance runner,2
1165,bushs aides plan late sprint in 04,2
1166,aftereffects immigrants fearful angry or confused muslim immigrants register,2
1167,political memo pragmatism meets ideology democrats draw battle lines,2
1168,tension between dean and kerry helps recast race for democrats,2
1169,speaking her mind using her checkbook,2
1170,threats and responses the justice department ashcroft seeks more power to pursue terror suspects,2
1171,a fundraising sprint by bush will put his rivals far behind,2
1172,gop quick to get big donors to cover cost of convention,2
1173,deans surge in fundraising forces rivals to reassess him,2
1174,democrats attack credibility of bush,2
1175,defying labels left or right deans 04 run is making gains,2
1176,as campaign tightens kerry sharpens message,2
1177,political memo bush compassion agenda an 04 liability,2
1178,in a long presidential race dean sprints,2
1179,the 2004 campaign worried democrats see daunting 04 hurdles,2
1180,a campaign talking point the economy,2
1181,in first encounter democrats hit bush over jobs and iraq,2
1182,political memo democrats split on pushing the personal or the political,2
1183,national gop discovers pataki to be a formidable rainmaker,2
1184,clark makes it 10 roiling democratic race,2
1185,candidate joined crowd with push from clintons,2
1186,some sharp exchanges in democrats debate,2
1187,dean struggles with a stance over medicare,2
1188,mutual threat unites 2 rivals opposing dean,2
1189,lieberman the centrist in the middle of the pack,2
1190,2 top democrats decide to bypass iowas caucuses,2
1191,vote machine replacement lags despite age,2
1192,once at arms length from bush wall street is now biggest donor,2
1193,kerry still nagged by questions on vote to authorize iraq war,2
1194,political memo debates lose allure for some in democratic field,2
1195,debating democrats clash over iraq war,2
1196,for democrats economys surge poses challenge,2
1197,campaign tactics being reversed as events shift,2
1198,dean considers a plan to forgo public financing,2
1199,rivals rebuke dean in debate,2
1200,union backs dean clark discusses iraq,2
1201,deans new steps reshape contest,2
1202,kerry dismisses campaign chief,2
1203,in middle of the kerry storm a man known to whirlwinds,2
1204,for gephardt congress role is both platform and hurdle,2
1205,kerry following dean rejects public financing for primaries,2
1206,remains thought to be deans missing brother,2
1207,samesex marriage news analysis a thorny issue for 2004 race,2
1208,gop to run an ad for bush on terror issue,2
1209,33 years later draft becomes topic for dean,2
1210,general clark on the hustings complexity and contradiction,2
1211,financing moves by 2 democrats recast campaign,2
1212,storied past golden resume but mixed reviews for kerry,2
1213,gop option at convention a luxury liner,2
1214,early flood of political ads saturates airwaves in iowa,2
1215,kerry on the mideast,2
1216,sharpton runs for presidency and influence,2
1217,a centrist lieberman fights for votes in an extremist era,2
1218,gore to endorse dean remaking democratic race,2
1219,gores endorsement was won over time and under the radar,2
1220,an insurgent gains status,2
1221,bushs advisers focus on dean as likely opponent next year,2
1222,deans manager inside savvy and outsider edge,2
1223,the 2004 campaign the labor vote for democrats its union vs union in iowa race,2
1224,the 2004 campaign democratic contenders deans speech on iraq brings new rebuttals,2
1225,report cites detainee abuse,2
1226,undaunted by polls faithful keep edwards banner aloft,2
1227,from patrician roots dean set path of prickly independence,2
1228,the 2004 campaign on the air bushs campaign finds platform on local radio,2
1229,democratic candidates differ on economy but often subtly,2
1230,democrats plan for earlynominee may be costly,2
1231,past defeat and personal quest shape longshot kucinich bid,2
1232,rivals in debate take aim at dean,2
1233,vermont auditors faulted dean aide on contract in 92,2
1234,seeking womens votes clark changes his style,2
1235,michigans online ballot spurs new strategies for democrats,2
1236,a thumbs up for dr dean,2
1237,sharptons bid renews queries over finances,2
1238,campaign in iowa is called pivotal and still close,2
1239,time for politics,2
1240,in final debate before caucuses democrats tangle on race issues,2
1241,a journey from a mill town ends with a run for president,2
1242,the other doctor in deans house shuns politics,2
1243,iowas dark art of caucusing is turning a bit more public,2
1244,dean under pressure as first voting nears,2
1245,pilgrimage to plains on iowa caucus eve,2
1246,here a caucus there a caucus,2
1247,outside campaigners flood iowa sharing their candidates styles,2
1248,race tightens in final days of iowa battle,2
1249,clarks rivals irked by campaign aides tactics,2
1250,democrats split on security but agree in faulting bush,2
1251,a new target in iowa,2
1252,as iowa caucuses near crystal ball gets cloudy,2
1253,poll bolsters bush on terrorism but finds doubts on economy,2
1254,the 2004 campaign,2
1255,with hopes up and elbows out democrats give iowa their all,2
1256,the 2004 campaign,2
1257,carter put it on the political map and iowa hasnt budged since,2
1258,kerry wins the iowa caucuses dean 3rd far behind edwards,2
1259,shattering iowa myths,2
1260,little familiar with setbacks dean stumbles,2
1261,in position for the 04 race,2
1262,dean is subdued,2
1263,a shuffled democratic deck arrives in new hampshire,2
1264,kerry and edwards get second looks in new hampshire,2
1265,deans campaign alters approach after iowa loss,2
1266,on tv with his wife a gentler and softer dean,2
1267,democrats vow to battle bush on social issues,2
1268,south carolinas advice to kerry dont forget us,2
1269,democrats look to independents in tuesdays vote,2
1270,rivals mine kerry senate years for material to slow him down,2
1271,the 2004 campaign,2
1272,the 2004 campaign,2
1273,preparing to go extra rounds candidates set their priorities,2
1274,with the race changing fast clark adjusts,2
1275,undecided and out of time in new hampshire,2
1276,kerry beats dean in new hampshire for a 2nd victory,2
1277,in next round no certainties,2
1278,in shakeup dean names gore ally to run campaign,2
1279,political flood starts to wash across missouri,2
1280,kerry the underdog,2
1281,whoever is chosen democrats spoil for a fight,2
1282,in trial work edwards left a trademark,2
1283,democrats assail and tap special interests,2
1284,missteps pulled a surging dean back to earth,2
1285,with cry of bring it on kerry shifted tack to regain footing,2
1286,left at the altar missouri seeks new groom at the last minute,2
1287,on campaign trail edwards combines personal and political,2
1288,a winning kerry loosens up and crowds react,2
1289,kerry rolling on edwards a winner in south carolina,2
1290,door is open if not by much,2
1291,the 2004 campaign,2
1292,gop revives line of attack against kerry,2
1293,dean says hell quit if he doesnt win wisconsin,2
1294,facing 96 loss brawling kerry fought to win,2
1295,a first lady fiercely loyal and quietly effective,2
1296,in senate kerry focused on inquiries not bills,2
1297,kerry victorious by wide margins in 2 more states,2
1298,president offers defense on iraq and the economy,2
1299,the 2004 campaign,2
1300,democrats see unified party for november,2
1301,southern states are set to shake democratic race,2
1302,kerry sweeps to 2 victories as clark drops out of race,2
1303,bushs national guard pay records are released,2
1304,for kerry and bush vietnam years loom,2
1305,so begins the vicepresidential mating dance,2
1306,president acts on two fronts against critics,2
1307,bushs campaign to intensify with emphasis on his record,2
1308,as all think of the big race ahead,2
1309,top dean aide discusses plans to back kerry,2
1310,as aide departs dean says his bid will keep going,2
1311,kerry holds off push by edwards in wisconsin vote,2
1312,for the top 2 shared gains,2
1313,advocacy groups win fund ruling,2
1314,kerry and edwards square off as dean abandons campaign,2
1315,edwards arrives in new york set to impede kerry,2
1316,blunt and influential kerrys wife is an x factor,2
1317,nader gadfly to the democrats will again run for president,2
1318,campaign begins as bush attacks kerry in speech,2
1319,trade and jobs at center stage as democrats court ohio vote,2
1320,keeping faith with his base,2
1321,for exsenator kerry race is chance to rejoin the battle,2
1322,edwards challenges kerry over who can win,2
1323,electronic vote faces big test of its security,2
1324,in 71 antiwar words a complex view of kerry,2
1325,edwards changes schedule in effort to gain on kerry,2
1326,edwards attacks kerry sharply in debate as crucial votes near,2
1327,even in senates small circle kerry and edwards stay apart,2
1328,dole finding winning role as tv pundit,2
1329,kerry in big victories across nation edwards will quit race an aide says,2
1330,sprinter faces a marathon,2
1331,bush ad campaign ready to kick off an expensive effort,2
1332,on the reelection trail,2
1333,for bloomberg and the gop preparty jitters,2
1334,kerrys shifts nuanced ideas or flipflops,2
1335,kerry condemns bush for failing to back aristide,2
1336,bush wont pull ads showing 911 images,2
1337,the battle for florida heats up stirring memories of the recount,2
1338,political groups taking on bush in ad campaign,2
1339,kerry and dean all forgiven join to unseat a common foe,2
1340,newcomers provide fuel for bush money machine,2
1341,bushs campaign emphasizes role of leader in war,2
1342,cheney attacks kerrys record on the military,2
1343,mccain joins campaign fray displaying independent streak,2
1344,90day strategy by bushs aides to define kerry,2
1345,a bush aide returns to help,2
1346,fuel prices a focus of both campaigns,2
1347,reason to run nader argues he has plenty,2
1348,tv shows take on bush and pull few punches,2
1349,onedoorbellonevote tactic reemerges in bushkerry race,2
1350,data crunchers try to pinpoint voters politics,2
1351,as bush ends money drive kerry goes on,2
1352,timing of clinton memoir is everything for kerry,2
1353,kerry role in antiwar veterans is delicate issue in his campaign,2
1354,abortion rights marchers vow to fight another bush term,2
1355,kerry questions bush attendance in guard in 70s,2
1356,part butler and part buddy aide keeps kerry running,2
1357,kerry struggling to find a theme democrats fear,2
1358,kerry life story will be focus of big ad buy,2
1359,a giddy heartland gives bush warmth missing in the beltway,2
1360,in vast philanthropy kerrys wife wields sway,2
1361,for 04 democratic campaigns shes queen of the hatpassers,2
1362,undeterred by mccain denials some see him as kerrys no 2,2
1363,prep school peers found kerry talented ambitious and apart,2
1364,white house trumpets programs it tried to cut,2
1365,kerry woos nader who declares him very presidential,2
1366,kerry considers strategic delay for nomination,2
1367,economic signs point up bushs ratings do not,2
1368,campaign ads are under fire for inaccuracy,2
1369,democrats ask if careful path is best for kerry,2
1370,kerry outlines foreign policy attacking bush,2
1371,rallying around,2
1372,republicans rush to form new finance groups,2
1373,democrats starting to see chance of keeping senate seats in south,2
1374,potential kerry running mates vie to sing his praises loudest,2
1375,reagan legacy looming large over campaign,2
1376,undecided voter becoming focus of both parties,2
1377,mccain is said to tell kerry he wont join,2
1378,behind the scenes a restless and relentless kerry,2
1379,pushing edwards as no 2,2
1380,clinton planning to use book tour to assist kerry,2
1381,gop nearing money record for convention,2
1382,gop offensive puts small dent in kerrys image,2
1383,clinton book puts familiar foe back in conservatives sights,2
1384,a politician looking for funds here are two useful addresses,2
1385,schwarzenegger confident and ready for prime time,2
1386,kerry message begins leaning toward center,2
1387,gop arrival to close streets and divert feet near garden,2
1388,kerrys campaign has soared from poorhouse to penthouse,2
1389,gop chooses speakers,2
1390,odd alliances form in efforts to place nader on the ballot,2
1391,kerry invoking values theme to frame issues,2
1392,swaying unhappy ohio voters could be a key to the presidency,2
1393,weekend road trip,2
1394,idealistic man on campus to realistic sailor at war,2
1395,the answer is   ,2
1396,kerry chooses edwards citing former rivals political skill,2
1397,a partner with contrasts that complement,2
1398,kerrys choice,2
1399,new team blends messages for a united vision,2
1400,the 2004 campaign,2
1401,take new yorks party scene add the grand old party stir,2
1402,campaigns battle on values and celebrity barbs,2
1403,in bushs war room the gloves are always off,2
1404,election troubles already descending on florida,2
1405,hear the rumor on cheney capital buzzes denials aside,2
1406,campaigns use tv preferences to find voters,2
1407,kerry building legal network for vote fights,2
1408,bush campaign plans no rest in next month,2
1409,bush urges blacks to reconsider allegiance to democratic party,2
1410,kerry calls for service,2
1411,voters are very settled intense and partisan and its only july,2
1412,a surprise senate contender reaches his biggest stage yet,2
1413,democrats converge on boston keyed up but toning it down,2
1414,in battle of patriotic symbols veterans muster in kerry camp,2
1415,clinton assails bush as democrats open convention,2
1416,a simple message aimed at the middle,2
1417,lost record of vote in 02 florida race raises 04 concern,2
1418,kerry mustsell a tough foreign policy,2
1419,on 2nd night unity is theme for democrats,2
1420,a delegate a fundraiser and a very fine line,2
1421,edwards gives strong tribute as democrats nominate kerry,2
1422,kerry accepts nomination telling party that hell restore trust and credibility,2
1423,strong show of strength,2
1424,the democrats,2
1425,lessons of a convention with love from boston,2
1426,citing success in policy bush reenters fray,2
1427,bush planning august attack against kerry,2
1428,polls show tight race with a few gains for kerry,2
1429,ads for and at no cost to kerry keep flowing,2
1430,alaskan delegate to new york dont fence us in,2
1431,a rule to avert balloting woes adds to them,2
1432,low numbers new problem,2
1433,republican donors are paying to play at the convention,2
1434,leveraging sept 11 giuliani raises forceful voice for bush,2
1435,out of spotlight bush overhauls us regulations,2
1436,events in iraq prove a distraction and a guide for wisconsin voters,2
1437,a focus on the economy,2
1438,cash collectors for kerry race run the gamut,2
1439,city lowering its sights for a convention boom,2
1440,just keep it peaceful protesters new york is offering discounts,2
1441,friendly fire the birth of an attack on kerry,2
1442,bearhug politics careful steps to a new bushmccain alliance,2
1443,officer from another swift boat breaks silence and defends kerry,2
1444,bush promises detailed plans at convention,2
1445,kerry tv ad pins veterans attack firmly on bush,2
1446,president urges outside groups to halt all ads,2
1447,deployed in force,2
1448,campaigning at lady liberty,2
1449,vast force is deployed for security at convention,2
1450,veterans group had gop lawyer,2
1451,lawyer for bush quits over links to kerrys foes,2
1452,spotlight to test patakis mettle as republican,2
1453,political ads reopen wounds of vietnam,2
1454,new york awaits republicans with reluctance and unease,2
1455,republicans set the stage,2
1456,bush dismisses idea that kerry lied on vietnam,2
1457,in palm beach results of 2000 still stir a fight,2
1458,bush takes on direct role in shaping election tactics,2
1459,special today  conventiontown,2
1460,vast antibush rally greets republicans in new york,2
1461,upstaging before the show,2
1462,the republicans,2
1463,social conservatives wield influence on platform,2
1464,the republicans,2
1465,bush promises some fulfilled some thwarted,2
1466,at least 900 arrested in city as protesters clash with police,2
1467,the republicans,2
1468,upbeat republicans revive bush theme of compassion,2
1469,police tactics mute protesters and messages,2
1470,gop last to bat swings freely for the fences,2
1471,cheney and gop mount vigorous assault on kerry,2
1472,buoyed gop says it has framed agenda for fall,2
1473,bold strokes few details,2
1474,the republicans,2
1475,kerry urges voters to look past bushs lastminute promises,2
1476,worried democrats urge kerry to turn up intensity of campaign,2
1477,kerry enlisting clinton aides in effort to refocus campaign,2
1478,documents suggest guard gave bush special treatment,2
1479,campaigns enlist big names to set debates details,2
1480,bush and kerry step up attacks in swing states,2
1481,medicare costs are new focus for candidates,2
1482,absentee votes worry officials as nov 2 nears,2
1483,vote drives gain avid attention of youth in 04,2
1484,democrats seek louder voice from edwards,2
1485,bush revisiting social security and fight is on,2
1486,bush opens lead despite unease voiced in survey,2
1487,florida justices give nader spot on state ballot,2
1488,ready or not and maybe not electronic voting goes national,2
1489,a senate race in oklahoma lifts the right,2
1490,doubt on bush memos,2
1491,portrait of george bush in 72 unanchored in turbulent time,2
1492,cbs apologizes for report on bush guard service,2
1493,us judge orders election agency to tighten rules,2
1494,kerry in a struggle for a democratic base women,2
1495,2 iraq views 2 campaigns,2
1496,no candidate left behind,2
1497,politicians go courting on indian reservations,2
1498,echoes of a 1972 loss haunt a 2004 campaign,2
1499,for florida the campaigning just has to wait,2
1500,a big increase of new voters in swing states,2
1501,kerry as the boss always more questions,2
1502,supporters get incentive plans at bush rallies,2
1503,hurdles remain for us voters living overseas,2
1504,a fast finishers reputation now faces the ultimate test,2
1505,in debate on foreign policy wide gulf or splitting hairs,2
1506,has missouri already swung,2
1507,standing firm for 90 minutes,2
1508,more on the debate,2
1509,in the debate exaggerations and shadings,2
1510,bush and kerry follow debate with sharp jabs,2
1511,on kerrys journey to health stops for shrapnel and cancer,2
1512,domestic issues pushed to front of campaigns,2
1513,as deadlines hit rolls of voters show big surge,2
1514,the postdebate contest swaying perceptions,2
1515,poll finds kerry assured voters in initial debate,2
1516,honing his attacks,2
1517,rivals dig in draw blood cede nothing,2
1518,for cheney and edwards a night of sharp exchanges,2
1519,more on the debate,2
1520,stump speech retooled bush goes on attack,2
1521,rivals clash on iraq taxes and health care,2
1522,under fire firing back,2
1523,wealth of others helped to shape kerrys life,2
1524,so alike rivals make it personal,2
1525,among black voters a fervor to make their ballots count,2
1526,challenging rest of the world with a new order,2
1527,2 rivals push domestic plans but say little of big price tag,2
1528,sure country is divided but bush country too,2
1529,tightening race increases stakes of final debate,2
1530,after 3 debates some voters remain on fence,2
1531,in final debate clashes on taxes and health care,2
1532,a crucial test but not final,2
1533,nader off states ballot,2
1534,nader emerging as the threat democrats feared,2
1535,in iowa debates harden views and dont change many minds,2
1536,scary ads take campaign to a grim new level,2
1537,battle for control of congress plays out in a redrawn texas,2
1538,as election nears parties begin another round of legal battles,2
1539,poll shows tie concerns cited on both rivals,2
1540,bush leads make that kerry why cant the pollsters agree,2
1541,interest groups mounting costly push to get out vote,2
1542,at all bush rallies message is freedom is on the march,2
1543,hunting for votes and hunting for votes,2
1544,big gop bid to challenge voters at polls in key state,2
1545,bush and kerry focus campaigns on 11 key states,2
1546,gore and kerry unite in search for black votes,2
1547,still a puzzle for the undecided a pivotal few among voters,2
1548,clinton tries on his long coattails for kerry,2
1549,as voting rolls increase so do the wild cards,2
1550,2 kerry votes on war and peace underline a political evolution,2
1551,passion and election disputes on rise in florida as vote nears,2
1552,sharp increase in early voting alters campaign,2
1553,counting down and crowding in,2
1554,4 years later some voters switch sides,2
1555,the west is a pivotal frontier,2
